year,month,day,tmaxlow,tmax,tmaxup,tminlow,tmin,tminup,dtrlow,dtr,dtrup
1999,9,5,21.3,38.33,41.88,12.02,15,27.26,1.38,23.33,22.52
1999,9,23,18.14,25,40.77,4.24,3.33,28.01,2.6,21.67,24.19
2000,2,10,-3.27,23.33,34.05,-15.17,-3.89,19.8,-1.03,27.22,27.18
2000,4,22,15.05,28.33,37.53,-1.24,1.67,24.47,2.94,26.66,26.49
2000,5,30,20.51,28.89,40.43,8.9,8.33,25.76,2.69,20.56,23.63
2000,6,1,21.09,34.44,41.33,8.44,10,26.24,3.59,24.44,24.13
2000,6,2,20.92,38.33,41.95,9.59,13.89,26.07,3.9,24.44,23.31
2000,6,3,22.28,38.33,41.15,10.72,15,25.74,4.07,23.33,22.89
2000,6,7,21.27,31.11,41.73,11.08,9.44,26.12,2.12,21.67,23.67
2000,6,8,23.39,30,40.21,10.59,10,26.71,3.75,20,22.55
2000,7,10,24.93,38.89,41.5,15.44,16.11,26.02,4.23,22.78,20.74
2000,7,18,24.3,35,41.95,15.72,15,26.31,3.67,20,20.54
2000,7,26,25.86,24.44,40.62,15.64,15.56,26.51,4.69,8.88,19.67
2000,7,27,25.75,28.89,40.9,15.98,15,26.45,4.3,13.89,19.91
2000,7,28,25.5,32.22,41.32,15.81,15.56,26.81,4.32,16.66,19.85
2000,8,15,24,32.22,41.25,14.49,14.44,26.96,4.4,17.78,19.51
2000,8,16,24.79,34.44,40.37,15.07,15,26.67,3.55,19.44,19.87
2000,8,17,24.45,36.67,41.11,15.61,16.11,26.2,3.6,20.56,20.14
2000,8,23,23.69,30.56,40.84,13.12,12.78,26.98,3.41,17.78,21.01
2000,9,6,21.08,25.56,42.01,12.26,12.22,26.61,2.18,13.34,22.07
2000,9,27,16.22,23.33,40.66,5.73,5.56,26.83,0.47,17.77,23.85
2000,9,28,16.7,21.67,40.53,4.48,4.44,27.84,1.35,17.23,23.56
2000,10,10,15.6,23.89,36.77,-1.56,-3.89,27.47,-0.49,27.78,26.92
2001,2,23,0.69,26.11,34.61,-12.8,-2.22,22.08,-1.67,28.33,27.78
2001,9,4,23.37,30,40.78,12.13,29.44,27.02,3.29,0.56,21.71
2002,5,14,18.01,34.44,40.28,4.95,9.44,25.18,3.26,25,24.84
2002,5,21,17.96,21.11,41.8,6.93,6.11,26.29,0.84,15,25.77
2002,5,23,19.1,21.11,41.87,7.46,6.67,26.31,1.39,14.44,25.76
2002,8,8,24.77,31.67,41,14.89,14.44,26.96,3.98,17.23,19.94
2002,8,9,24.89,31.11,40.87,15.36,15,26.59,3.36,16.11,20.46
2002,8,10,25.12,32.22,41.25,15.87,15,26.31,3.59,17.22,20.59
2002,8,11,23.63,33.33,41.4,15.88,15.56,26.2,2.19,17.77,20.77
2003,4,10,9.53,9.44,38.09,-6.18,5.56,23.99,2.52,3.88,27.51
2003,5,19,18.4,17.78,41.36,6.64,15,25.4,2.35,2.78,25.32
2003,7,1,24.36,23.89,41.92,14.47,21.11,26.88,4.41,2.78,20.52
2003,9,8,21.84,21.11,41.12,11.18,17.78,26.55,2.51,3.33,22.72
2004,8,7,24.88,26.67,41.18,15.15,13.89,26.57,4.1,12.78,20.24
2005,3,17,5.26,5,35.91,-9.66,3.33,22.91,-0.78,1.67,28.6
2005,5,31,20.26,20.56,41.44,8.88,17.22,25.8,3.7,3.34,23.33
2005,10,7,15.83,24.44,38.84,-0.43,23.33,28.56,1.15,1.11,25.33
2006,6,13,22.09,22.22,42.35,10.97,20,27.58,2.58,2.22,23.34
2006,7,9,24.06,30,42.06,14.97,14.44,26.42,3.31,15.56,21.41
2006,7,24,26,25.56,40.74,15.91,17.22,26.66,5.16,8.34,19.1
2006,7,25,25.34,23.89,41.07,15.78,16.67,26.69,4.36,7.22,19.65
2006,8,13,24.06,20.56,41.42,15.07,16.11,26.76,3.53,4.45,20.16
2006,8,14,23.83,19.44,41.55,14.7,14.44,26.99,4.55,5,19.19
2006,8,15,24,22.78,41.25,14.49,12.22,26.96,4.4,10.56,19.51
2006,8,16,24.79,29.44,40.37,15.07,14.44,26.67,3.55,15,19.87
2007,6,2,20.92,21.11,41.95,9.59,17.78,26.07,3.9,3.33,23.31
2007,6,15,22.12,21.67,42.32,11.78,17.22,27.01,2.6,4.45,23.05
2007,7,2,23.11,24.44,42.95,14.04,21.67,27.1,3.57,2.77,21.35
2007,7,5,24.16,30.56,41.68,15.09,15,26.31,3.52,15.56,20.92
2007,7,23,24.88,31.67,41.48,15.55,14.44,26.8,4.46,17.23,19.65
2007,7,24,26,32.22,40.74,15.91,15.56,26.66,5.16,16.66,19.1
2009,5,18,19.27,17.78,39.92,5.67,9.44,25.5,3.03,8.34,24.93
2011,3,28,7.69,6.67,37.64,-6.68,4.44,23.88,1.8,2.23,26.32
2012,6,27,23.63,30,42.02,14.75,14.44,26.16,3.42,15.56,21.3
2012,11,7,8.51,8.33,34.71,-9.56,1.11,23.21,0.2,7.22,29.38
2013,7,2,23.11,24.44,42.95,14.04,21.67,27.1,3.57,2.77,21.35
2013,8,15,24,21.67,41.25,14.49,16.67,26.96,4.4,5,19.51
2013,8,16,24.79,20.56,40.37,15.07,18.33,26.67,3.55,2.23,19.87
2013,8,17,24.45,21.11,41.11,15.61,18.33,26.2,3.6,2.78,20.14
2014,8,2,25.02,22.78,40.91,16.02,21.11,26.35,3.36,1.67,20.2
2016,6,6,21.96,24.44,40.31,10.41,21.67,26.66,3.1,2.77,22.1
2017,6,7,21.27,21.11,41.73,11.08,17.78,26.12,2.12,3.33,23.67
2017,6,20,22.95,25,42.34,12.97,22.22,26.25,3.82,2.78,22.24
2017,8,1,24.26,30.56,41.98,15.57,15,26.66,3.23,15.56,20.78
2017,8,2,25.02,30.56,40.91,16.02,15.56,26.35,3.36,15,20.2
2017,8,9,24.89,25.56,40.87,15.36,22.22,26.59,3.36,3.34,20.46
2019,6,12,22.45,22.22,41.77,10.41,17.22,27.73,2.98,5,23.1
2020,6,16,22.51,21.67,41.97,11.73,16.11,26.93,3.64,5.56,22.2
2020,6,17,22.03,21.67,42.59,12.17,15.56,26.94,3.41,6.11,22.1
2021,8,3,25.08,25.56,40.76,16.47,21.11,25.71,4.57,4.45,19.08
2022,12,24,-2.06,-2.22,33.01,-13.13,-11.11,19.11,-1.93,8.89,27.04
2023,4,8,9.66,9.44,38.12,-4.32,6.67,23.53,0.59,2.77,28.01
2023,5,27,18.62,17.22,42.06,7.45,11.11,26.8,2.14,6.11,24.34
2023,5,28,19.09,18.89,41.77,7.54,13.89,26.42,3.59,5,23.37
2023,7,29,25.49,27.22,41.73,16.16,23.33,26.69,4.2,3.89,20.17
2024,8,6,25.1,24.44,41,15.7,23.33,26.4,4.38,1.11,19.63
2025,8,3,25.08,23.33,40.76,16.47,18.89,25.71,4.57,4.44,19.08
2025,8,4,24.12,23.89,41.74,16.09,18.89,26.12,3.6,5,20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
